"","H_DATE","H_URLTeam","A_URLTeam","H_Tpct","H_TLast10","H_HRpct","H_HRLast10","H_ARpct","H_ARLast10","A_Tpct","A_TLast10","A_HRpct","A_HRLast10","A_ARpct","A_ARLast10","H_Outcome"
"298","Wed, Feb 2","HOU","CLE",0.28,0.3,0.304347826086957,0,0.269230769230769,0.4,0.607843137254902,0.8,0.625,0.8,0.576923076923077,0.5,"1"
"299","Sun, Feb 6","HOU","NO",0.288461538461538,0.4,0.333333333333333,0.1,0.259259259259259,0.4,0.384615384615385,0.4,0.478260869565217,0.7,0.321428571428571,0.3,"0"
"300","Thu, Feb 10","HOU","TOR",0.277777777777778,0.3,0.32,0.1,0.25,0.4,0.566037735849057,0.8,0.555555555555556,0.8,0.56,0.6,"0"
"301","Sun, Feb 27","HOU","LAC",0.254237288135593,0.1,0.307692307692308,0.1,0.21875,0.3,0.5,0.5,0.566666666666667,0.5,0.419354838709677,0.5,"0"
"302","Tue, Mar 1","HOU","LAC",0.25,0.1,0.296296296296296,0.1,0.21875,0.3,0.507936507936508,0.6,0.566666666666667,0.5,0.4375,0.5,"0"
"303","Wed, Mar 2","HOU","UTAH",0.245901639344262,0,0.285714285714286,0.1,0.21875,0.3,0.633333333333333,0.8,0.67741935483871,0.7,0.571428571428571,0.2,"0"
"304","Sun, Mar 6","HOU","MEM",0.238095238095238,0,0.275862068965517,0.1,0.212121212121212,0.2,0.676923076923077,0.7,0.67741935483871,0.8,0.666666666666667,0.7,"1"
"305","Wed, Mar 9","HOU","LAL",0.246153846153846,0.1,0.3,0.2,0.205882352941176,0.2,0.4375,0.2,0.529411764705882,0.4,0.310344827586207,0.1,"1"
"306","Fri, Mar 11","HOU","DAL",0.257575757575758,0.2,0.32258064516129,0.3,0.205882352941176,0.2,0.606060606060606,0.7,0.676470588235294,0.8,0.548387096774194,0.6,"0"
"307","Wed, Mar 16","HOU","PHX",0.25,0.2,0.3125,0.3,0.2,0.1,0.797101449275362,0.6,0.777777777777778,0.7,0.8125,0.8,"0"
"308","Fri, Mar 18","HOU","IND",0.246376811594203,0.2,0.303030303030303,0.3,0.2,0.1,0.328571428571429,0.3,0.441176470588235,0.3,0.228571428571429,0.2,"0"
"309","Sun, Mar 20","HOU","MEM",0.242857142857143,0.2,0.294117647058824,0.2,0.2,0.1,0.676056338028169,0.7,0.696969696969697,0.8,0.648648648648649,0.6,"0"
"310","Tue, Nov 9","LAC","POR",0.555555555555556,0.555555555555556,0.6,0.6,0.333333333333333,0.333333333333333,0.5,0.5,0.8,0.8,0,0,"1"
"311","Thu, Nov 11","LAC","MIA",0.6,0.6,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.636363636363636,0.6,0.75,0.75,0.5,0.5,"1"
"312","Sat, Nov 13","LAC","MIN",0.636363636363636,0.7,0.714285714285714,0.714285714285714,0.333333333333333,0.333333333333333,0.363636363636364,0.3,0.333333333333333,0.333333333333333,0.5,0.5,"1"
"313","Sun, Nov 14","LAC","CHI",0.666666666666667,0.8,0.75,0.75,0.333333333333333,0.333333333333333,0.666666666666667,0.6,0.666666666666667,0.666666666666667,0.6,0.6,"0"
"314","Tue, Nov 16","LAC","SA",0.615384615384615,0.7,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.307692307692308,0.3,0.4,0.4,0.285714285714286,0.285714285714286,"1"
"315","Sun, Nov 21","LAC","DAL",0.5625,0.7,0.7,0.7,0.4,0.4,0.6,0.6,0.833333333333333,0.833333333333333,0.375,0.375,"1"
"316","Tue, Nov 23","LAC","DAL",0.588235294117647,0.7,0.727272727272727,0.8,0.4,0.4,0.5625,0.5,0.833333333333333,0.833333333333333,0.333333333333333,0.333333333333333,"0"
"317","Fri, Nov 26","LAC","DET",0.555555555555556,0.6,0.666666666666667,0.7,0.4,0.4,0.222222222222222,0.3,0.222222222222222,0.222222222222222,0.25,0.25,"1"
"318","Sun, Nov 28","LAC","GS",0.578947368421053,0.6,0.692307692307692,0.8,0.4,0.4,0.894736842105263,0.9,0.909090909090909,0.9,0.857142857142857,0.857142857142857,"0"
"319","Mon, Nov 29","LAC","NO",0.55,0.5,0.642857142857143,0.7,0.4,0.4,0.227272727272727,0.4,0.222222222222222,0.222222222222222,0.166666666666667,0.2,"0"
"320","Wed, Dec 1","LAC","SAC",0.523809523809524,0.4,0.6,0.6,0.4,0.4,0.363636363636364,0.3,0.3,0.3,0.454545454545455,0.4,"0"
"321","Wed, Dec 8","LAC","BOS",0.52,0.4,0.5625,0.5,0.375,0.375,0.52,0.6,0.555555555555556,0.555555555555556,0.466666666666667,0.4,"1"
"322","Sat, Dec 11","LAC","ORL",0.538461538461538,0.5,0.588235294117647,0.5,0.375,0.375,0.192307692307692,0.1,0.111111111111111,0.111111111111111,0.1875,0.1,"1"
"323","Mon, Dec 13","LAC","PHX",0.555555555555556,0.5,0.611111111111111,0.5,0.375,0.375,0.84,0.9,0.846153846153846,1,0.818181818181818,0.8,"1"
"324","Mon, Dec 20","LAC","SA",0.533333333333333,0.5,0.631578947368421,0.6,0.4,0.4,0.379310344827586,0.5,0.428571428571429,0.5,0.357142857142857,0.4,"0"
"325","Sun, Dec 26","LAC","DEN",0.53125,0.6,0.6,0.5,0.363636363636364,0.4,0.483870967741935,0.5,0.615384615384615,0.6,0.411764705882353,0.5,"0"
"326","Mon, Dec 27","LAC","BKN",0.515151515151515,0.5,0.571428571428571,0.4,0.363636363636364,0.4,0.709677419354839,0.7,0.666666666666667,0.7,0.8,0.9,"0"
"327","Mon, Jan 3","LAC","MIN",0.513513513513513,0.4,0.545454545454545,0.4,0.428571428571429,0.4,0.444444444444444,0.5,0.526315789473684,0.7,0.375,0.3,"0"
"328","Sat, Jan 8","LAC","MEM",0.487179487179487,0.3,0.521739130434783,0.3,0.466666666666667,0.5,0.65,0.7,0.619047619047619,0.7,0.666666666666667,0.9,"0"
"329","Sun, Jan 9","LAC","ATL",0.475,0.3,0.5,0.3,0.466666666666667,0.5,0.447368421052632,0.3,0.5,0.3,0.428571428571429,0.6,"1"
"330","Tue, Jan 11","LAC","DEN",0.48780487804878,0.4,0.52,0.4,0.466666666666667,0.5,0.526315789473684,0.6,0.533333333333333,0.4,0.5,0.7,"1"
"331","Mon, Jan 17","LAC","IND",0.477272727272727,0.4,0.538461538461538,0.5,0.411764705882353,0.4,0.348837209302326,0.1,0.521739130434783,0.5,0.157894736842105,0.1,"1"
"332","Thu, Feb 3","LAC","LAL",0.490566037735849,0.5,0.555555555555556,0.5,0.44,0.4,0.480769230769231,0.4,0.555555555555556,0.5,0.375,0.3,"1"
"333","Sun, Feb 6","LAC","MIL",0.5,0.6,0.571428571428571,0.5,0.44,0.4,0.611111111111111,0.6,0.666666666666667,0.6,0.538461538461538,0.5,"0"
"334","Mon, Feb 14","LAC","GS",0.482758620689655,0.5,0.551724137931034,0.4,0.392857142857143,0.4,0.736842105263158,0.8,0.833333333333333,0.8,0.615384615384615,0.4,"1"
"335","Thu, Feb 17","LAC","HOU",0.483333333333333,0.4,0.566666666666667,0.5,0.413793103448276,0.5,0.263157894736842,0.1,0.32,0.1,0.225806451612903,0.4,"1"
"336","Thu, Mar 3","LAC","LAL",0.515625,0.6,0.580645161290323,0.6,0.4375,0.5,0.442622950819672,0.3,0.545454545454545,0.5,0.333333333333333,0.2,"1"
"337","Sun, Mar 6","LAC","NY",0.523076923076923,0.7,0.59375,0.7,0.4375,0.5,0.396825396825397,0.1,0.419354838709677,0.3,0.387096774193548,0.1,"0"
"338","Wed, Mar 9","LAC","WSH",0.507462686567164,0.7,0.575757575757576,0.7,0.454545454545455,0.5,0.46031746031746,0.5,0.484848484848485,0.3,0.413793103448276,0.4,"1"
"339","Wed, Mar 16","LAC","TOR",0.507042253521127,0.6,0.588235294117647,0.8,0.444444444444444,0.5,0.558823529411765,0.6,0.548387096774194,0.6,0.583333333333333,0.6,"0"
"340","Wed, Nov 10","SA","SAC",0.3,0.3,0.25,0.25,0.4,0.4,0.454545454545455,0.4,0.4,0.4,0.6,0.6,"1"
"341","Fri, Nov 12","SA","DAL",0.363636363636364,0.3,0.4,0.4,0.4,0.4,0.636363636363636,0.7,0.8,0.8,0.4,0.4,"0"
"342","Mon, Nov 22","SA","PHX",0.266666666666667,0.3,0.333333333333333,0.333333333333333,0.25,0.25,0.8125,1,0.777777777777778,0.777777777777778,0.833333333333333,0.833333333333333,"0"
"343","Wed, Nov 24","SA","ATL",0.25,0.2,0.285714285714286,0.285714285714286,0.25,0.25,0.5,0.5,0.875,0.875,0.111111111111111,0.111111111111111,"0"
"344","Fri, Nov 26","SA","BOS",0.235294117647059,0.2,0.25,0.25,0.25,0.25,0.526315789473684,0.6,0.625,0.625,0.5,0.5,"1"
"345","Mon, Nov 29","SA","WSH",0.277777777777778,0.3,0.333333333333333,0.333333333333333,0.25,0.25,0.65,0.6,0.875,0.875,0.545454545454545,0.5,"1"
"346","Tue, Dec 7","SA","NY",0.363636363636364,0.4,0.4,0.4,0.363636363636364,0.4,0.478260869565217,0.4,0.416666666666667,0.4,0.6,0.6,"0"
"347","Thu, Dec 9","SA","DEN",0.347826086956522,0.4,0.363636363636364,0.3,0.363636363636364,0.4,0.5,0.3,0.7,0.7,0.384615384615385,0.3,"1"
"348","Sat, Dec 11","SA","DEN",0.375,0.5,0.416666666666667,0.4,0.363636363636364,0.4,0.48,0.3,0.7,0.7,0.357142857142857,0.3,"0"
"349","Sun, Dec 12","SA","NO",0.36,0.5,0.384615384615385,0.4,0.363636363636364,0.4,0.285714285714286,0.5,0.25,0.3,0.266666666666667,0.3,"1"
"350","Wed, Dec 15","SA","CHA",0.384615384615385,0.6,0.428571428571429,0.5,0.363636363636364,0.4,0.517241379310345,0.4,0.636363636363636,0.6,0.411764705882353,0.4,"0"
"351","Sun, Dec 26","SA","DET",0.419354838709677,0.5,0.4,0.4,0.4,0.4,0.161290322580645,0.1,0.142857142857143,0.1,0.125,0.1,"1"
"352","Mon, Dec 27","SA","UTAH",0.4375,0.6,0.4375,0.5,0.4,0.4,0.71875,0.8,0.666666666666667,0.6,0.769230769230769,0.8,"0"
"353","Wed, Jan 12","SA","HOU",0.375,0.3,0.411764705882353,0.5,0.363636363636364,0.4,0.261904761904762,0.1,0.368421052631579,0.3,0.181818181818182,0.3,"0"
"354","Fri, Jan 14","SA","CLE",0.365853658536585,0.2,0.388888888888889,0.5,0.363636363636364,0.4,0.571428571428571,0.5,0.578947368421053,0.7,0.590909090909091,0.5,"0"
"355","Sat, Jan 15","SA","LAC",0.357142857142857,0.1,0.368421052631579,0.4,0.363636363636364,0.4,0.488372093023256,0.4,0.52,0.4,0.411764705882353,0.4,"1"
"356","Mon, Jan 17","SA","PHX",0.372093023255814,0.2,0.4,0.4,0.363636363636364,0.4,0.785714285714286,0.7,0.80952380952381,0.8,0.8,0.7,"0"
"357","Wed, Jan 19","SA","OKC",0.363636363636364,0.2,0.380952380952381,0.4,0.363636363636364,0.4,0.325581395348837,0.2,0.380952380952381,0.4,0.285714285714286,0.4,"1"
"358","Fri, Jan 21","SA","BKN",0.377777777777778,0.3,0.409090909090909,0.4,0.363636363636364,0.4,0.636363636363636,0.5,0.5,0.3,0.761904761904762,0.7,"0"
"359","Sun, Jan 23","SA","PHI",0.369565217391304,0.3,0.391304347826087,0.4,0.363636363636364,0.4,0.577777777777778,0.7,0.526315789473684,0.6,0.64,0.7,"0"
"360","Wed, Jan 26","SA","MEM",0.375,0.3,0.375,0.3,0.347826086956522,0.3,0.653061224489796,0.7,0.64,0.7,0.652173913043478,0.7,"0"
"361","Fri, Jan 28","SA","CHI",0.36734693877551,0.3,0.36,0.3,0.347826086956522,0.3,0.638297872340426,0.4,0.727272727272727,0.8,0.541666666666667,0.4,"1"
"362","Tue, Feb 1","SA","GS",0.372549019607843,0.4,0.384615384615385,0.3,0.375,0.4,0.745098039215686,0.8,0.851851851851852,0.8,0.608695652173913,0.4,"0"
"363","Thu, Feb 3","SA","MIA",0.365384615384615,0.4,0.37037037037037,0.3,0.375,0.4,0.615384615384615,0.5,0.782608695652174,0.9,0.5,0.4,"0"
"364","Fri, Feb 4","SA","HOU",0.358490566037736,0.3,0.357142857142857,0.3,0.375,0.4,0.294117647058824,0.4,0.304347826086957,0,0.259259259259259,0.4,"1"
"365","Thu, Mar 3","SA","SAC",0.387096774193548,0.5,0.379310344827586,0.4,0.40625,0.5,0.359375,0.4,0.46875,0.5,0.258064516129032,0.2,"0"
"366","Mon, Mar 7","SA","LAL",0.375,0.4,0.366666666666667,0.3,0.393939393939394,0.5,0.444444444444444,0.3,0.529411764705882,0.4,0.321428571428571,0.2,"1"
"367","Wed, Mar 9","SA","TOR",0.384615384615385,0.5,0.387096774193548,0.4,0.393939393939394,0.5,0.53125,0.3,0.548387096774194,0.6,0.53125,0.6,"0"
"368","Fri, Mar 11","SA","UTAH",0.378787878787879,0.4,0.375,0.3,0.393939393939394,0.5,0.630769230769231,0.7,0.6875,0.8,0.5625,0.3,"1"
"369","Sat, Mar 12","SA","IND",0.388059701492537,0.4,0.393939393939394,0.4,0.393939393939394,0.5,0.328358208955224,0.3,0.454545454545455,0.3,0.212121212121212,0.2,"0"
"370","Mon, Mar 14","SA","MIN",0.382352941176471,0.4,0.382352941176471,0.4,0.393939393939394,0.5,0.565217391304348,0.8,0.636363636363636,0.8,0.485714285714286,0.6,"0"
"371","Wed, Mar 16","SA","OKC",0.376811594202899,0.3,0.371428571428571,0.4,0.393939393939394,0.5,0.294117647058824,0.2,0.264705882352941,0.1,0.333333333333333,0.5,"1"
"372","Fri, Mar 18","SA","NO",0.385714285714286,0.3,0.388888888888889,0.4,0.393939393939394,0.5,0.405797101449275,0.5,0.457142857142857,0.4,0.363636363636364,0.6,"0"
"373","Mon, Nov 8","LAL","CHA",0.5,0.5,0.571428571428571,0.571428571428571,0.5,0.5,0.454545454545455,0.4,0.666666666666667,0.666666666666667,0.428571428571429,0.428571428571429,"1"
"374","Wed, Nov 10","LAL","MIA",0.545454545454545,0.6,0.625,0.625,0.5,0.5,0.7,0.7,0.75,0.75,0.6,0.6,"1"
"375","Fri, Nov 12","LAL","MIN",0.583333333333333,0.7,0.666666666666667,0.666666666666667,0.5,0.5,0.3,0.3,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,"0"
"376","Sun, Nov 14","LAL","SA",0.538461538461538,0.6,0.6,0.6,0.5,0.5,0.333333333333333,0.3,0.4,0.4,0.333333333333333,0.333333333333333,"1"
"377","Mon, Nov 15","LAL","CHI",0.571428571428571,0.6,0.636363636363636,0.7,0.5,0.5,0.692307692307692,0.6,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,"0"
"378","Fri, Nov 26","LAL","SAC",0.5,0.5,0.583333333333333,0.7,0.285714285714286,0.285714285714286,0.368421052631579,0.2,0.222222222222222,0.222222222222222,0.444444444444444,0.444444444444444,"0"
"379","Sun, Nov 28","LAL","DET",0.476190476190476,0.4,0.538461538461538,0.6,0.285714285714286,0.285714285714286,0.210526315789474,0.3,0.222222222222222,0.222222222222222,0.222222222222222,0.222222222222222,"1"
"380","Fri, Dec 3","LAL","LAC",0.521739130434783,0.5,0.571428571428571,0.6,0.375,0.375,0.5,0.3,0.6,0.6,0.333333333333333,0.333333333333333,"0"
"381","Tue, Dec 7","LAL","BOS",0.5,0.4,0.533333333333333,0.5,0.375,0.375,0.541666666666667,0.6,0.555555555555556,0.555555555555556,0.5,0.5,"1"
"382","Sun, Dec 12","LAL","ORL",0.518518518518518,0.6,0.5625,0.5,0.4,0.4,0.185185185185185,0.1,0.111111111111111,0.111111111111111,0.176470588235294,0.1,"1"
"383","Tue, Dec 21","LAL","PHX",0.516129032258065,0.6,0.588235294117647,0.6,0.461538461538462,0.5,0.827586206896552,0.8,0.866666666666667,1,0.769230769230769,0.8,"0"
"384","Thu, Dec 23","LAL","SA",0.5,0.5,0.555555555555556,0.5,0.461538461538462,0.5,0.4,0.5,0.428571428571429,0.5,0.4,0.4,"0"
"385","Sat, Dec 25","LAL","BKN",0.484848484848485,0.4,0.526315789473684,0.4,0.461538461538462,0.5,0.7,0.7,0.666666666666667,0.7,0.785714285714286,0.8,"0"
"386","Fri, Dec 31","LAL","POR",0.472222222222222,0.4,0.5,0.4,0.466666666666667,0.6,0.382352941176471,0.2,0.578947368421053,0.3,0.142857142857143,0.2,"1"
"387","Sun, Jan 2","LAL","MIN",0.486486486486487,0.4,0.523809523809524,0.4,0.466666666666667,0.6,0.457142857142857,0.5,0.526315789473684,0.7,0.4,0.4,"1"
"388","Tue, Jan 4","LAL","SAC",0.5,0.4,0.545454545454545,0.5,0.466666666666667,0.6,0.421052631578947,0.5,0.428571428571429,0.6,0.375,0.3,"1"
"389","Fri, Jan 7","LAL","ATL",0.512820512820513,0.4,0.565217391304348,0.6,0.466666666666667,0.6,0.459459459459459,0.4,0.5,0.3,0.45,0.7,"1"
"390","Sun, Jan 9","LAL","MEM",0.525,0.5,0.583333333333333,0.6,0.466666666666667,0.6,0.658536585365854,0.8,0.619047619047619,0.7,0.684210526315789,0.9,"0"
"391","Mon, Jan 17","LAL","UTAH",0.488372093023256,0.5,0.56,0.6,0.411764705882353,0.5,0.674418604651163,0.5,0.666666666666667,0.7,0.714285714285714,0.7,"1"
"392","Wed, Jan 19","LAL","IND",0.5,0.6,0.576923076923077,0.6,0.411764705882353,0.5,0.340909090909091,0.1,0.521739130434783,0.5,0.15,0.1,"0"
"393","Wed, Feb 2","LAL","POR",0.470588235294118,0.3,0.555555555555556,0.5,0.391304347826087,0.3,0.411764705882353,0.5,0.538461538461538,0.4,0.291666666666667,0.5,"1"
"394","Sat, Feb 5","LAL","NY",0.471698113207547,0.4,0.571428571428571,0.6,0.375,0.3,0.461538461538462,0.3,0.481481481481481,0.7,0.458333333333333,0.3,"1"
"395","Tue, Feb 8","LAL","MIL",0.481481481481481,0.4,0.586206896551724,0.7,0.375,0.3,0.618181818181818,0.7,0.666666666666667,0.6,0.555555555555556,0.6,"0"
"396","Wed, Feb 16","LAL","UTAH",0.456140350877193,0.3,0.566666666666667,0.7,0.346153846153846,0.2,0.631578947368421,0.6,0.666666666666667,0.6,0.576923076923077,0.2,"1"
"397","Fri, Feb 25","LAL","LAC",0.46551724137931,0.3,0.580645161290323,0.7,0.346153846153846,0.2,0.491803278688525,0.5,0.566666666666667,0.5,0.4,0.4,"0"
"398","Sun, Feb 27","LAL","NO",0.457627118644068,0.3,0.5625,0.6,0.346153846153846,0.2,0.4,0.6,0.448275862068966,0.5,0.366666666666667,0.5,"0"
"399","Tue, Mar 1","LAL","DAL",0.45,0.3,0.545454545454545,0.5,0.346153846153846,0.2,0.590163934426229,0.7,0.666666666666667,0.8,0.533333333333333,0.6,"0"
"400","Sat, Mar 5","LAL","GS",0.435483870967742,0.2,0.529411764705882,0.4,0.333333333333333,0.2,0.682539682539683,0.3,0.8125,0.7,0.566666666666667,0.5,"1"
"401","Fri, Mar 11","LAL","WSH",0.430769230769231,0.2,0.542857142857143,0.5,0.310344827586207,0.1,0.453125,0.4,0.484848484848485,0.3,0.4,0.3,"1"
"402","Mon, Mar 14","LAL","TOR",0.432835820895522,0.3,0.555555555555556,0.5,0.3,0.1,0.552238805970149,0.5,0.548387096774194,0.6,0.571428571428571,0.6,"0"
"403","Tue, Nov 9","UTAH","ATL",0.7,0.7,1,1,0.666666666666667,0.666666666666667,0.363636363636364,0.3,1,1,0.142857142857143,0.142857142857143,"1"
"404","Thu, Nov 11","UTAH","IND",0.727272727272727,0.7,1,1,0.666666666666667,0.666666666666667,0.333333333333333,0.4,0.5,0.5,0.142857142857143,0.142857142857143,"0"
"405","Sat, Nov 13","UTAH","MIA",0.666666666666667,0.6,0.8,0.8,0.666666666666667,0.666666666666667,0.583333333333333,0.6,0.75,0.75,0.428571428571429,0.428571428571429,"0"
"406","Tue, Nov 16","UTAH","PHI",0.615384615384615,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.571428571428571,0.6,0.571428571428571,0.571428571428571,0.666666666666667,0.666666666666667,"1"
"407","Thu, Nov 18","UTAH","TOR",0.642857142857143,0.5,0.714285714285714,0.714285714285714,0.666666666666667,0.666666666666667,0.466666666666667,0.5,0.285714285714286,0.285714285714286,0.714285714285714,0.714285714285714,"1"
"408","Mon, Nov 22","UTAH","MEM",0.6875,0.6,0.75,0.75,0.571428571428571,0.571428571428571,0.5,0.5,0.625,0.625,0.285714285714286,0.285714285714286,"0"
"409","Fri, Nov 26","UTAH","NO",0.666666666666667,0.5,0.666666666666667,0.666666666666667,0.625,0.625,0.2,0.3,0.222222222222222,0.222222222222222,0.1,0.1,"0"
"410","Sat, Nov 27","UTAH","NO",0.631578947368421,0.5,0.6,0.6,0.625,0.625,0.238095238095238,0.4,0.222222222222222,0.222222222222222,0.181818181818182,0.2,"1"
"411","Mon, Nov 29","UTAH","POR",0.65,0.6,0.636363636363636,0.6,0.625,0.625,0.5,0.5,0.888888888888889,0.888888888888889,0.1,0.1,"1"
"412","Fri, Dec 3","UTAH","BOS",0.666666666666667,0.6,0.666666666666667,0.6,0.625,0.625,0.545454545454545,0.6,0.555555555555556,0.555555555555556,0.5,0.5,"1"
"413","Wed, Dec 15","UTAH","LAC",0.730769230769231,0.8,0.692307692307692,0.6,0.75,0.7,0.571428571428571,0.6,0.611111111111111,0.5,0.444444444444444,0.444444444444444,"1"
"414","Fri, Dec 17","UTAH","SA",0.740740740740741,0.9,0.714285714285714,0.6,0.75,0.7,0.37037037037037,0.6,0.428571428571429,0.5,0.333333333333333,0.4,"0"
"415","Sat, Dec 18","UTAH","WSH",0.714285714285714,0.8,0.666666666666667,0.6,0.75,0.7,0.5,0.2,0.727272727272727,0.7,0.388888888888889,0.3,"0"
"416","Mon, Dec 20","UTAH","CHA",0.689655172413793,0.8,0.625,0.6,0.75,0.7,0.5,0.3,0.636363636363636,0.6,0.4,0.4,"1"
"417","Thu, Dec 23","UTAH","MIN",0.7,0.8,0.647058823529412,0.6,0.75,0.7,0.483870967741935,0.4,0.470588235294118,0.6,0.461538461538462,0.5,"1"
"418","Sat, Dec 25","UTAH","DAL",0.709677419354839,0.8,0.666666666666667,0.6,0.75,0.7,0.483870967741935,0.4,0.533333333333333,0.4,0.466666666666667,0.5,"1"
"419","Fri, Dec 31","UTAH","MIN",0.735294117647059,0.8,0.684210526315789,0.7,0.785714285714286,0.8,0.470588235294118,0.5,0.526315789473684,0.7,0.428571428571429,0.4,"1"
"420","Sat, Jan 1","UTAH","GS",0.742857142857143,0.8,0.7,0.8,0.785714285714286,0.8,0.794117647058823,0.7,0.888888888888889,0.9,0.733333333333333,0.7,"0"
"421","Wed, Jan 12","UTAH","CLE",0.682926829268293,0.6,0.666666666666667,0.7,0.736842105263158,0.8,0.560975609756098,0.4,0.578947368421053,0.7,0.571428571428571,0.5,"0"
"422","Wed, Jan 19","UTAH","HOU",0.659090909090909,0.4,0.636363636363636,0.6,0.714285714285714,0.7,0.288888888888889,0.3,0.368421052631579,0.3,0.24,0.4,"0"
"423","Fri, Jan 21","UTAH","DET",0.644444444444444,0.3,0.608695652173913,0.5,0.714285714285714,0.7,0.25,0.5,0.35,0.5,0.173913043478261,0.2,"1"
"424","Wed, Jan 26","UTAH","PHX",0.625,0.2,0.625,0.5,0.652173913043478,0.5,0.804347826086957,0.9,0.782608695652174,0.7,0.818181818181818,0.9,"0"
"425","Wed, Feb 2","UTAH","DEN",0.588235294117647,0.2,0.6,0.5,0.6,0.3,0.56,0.7,0.571428571428571,0.5,0.535714285714286,0.7,"1"
"426","Fri, Feb 4","UTAH","BKN",0.596153846153846,0.3,0.615384615384615,0.6,0.6,0.3,0.568627450980392,0.3,0.5,0.3,0.653846153846154,0.4,"1"
"427","Mon, Feb 7","UTAH","NY",0.60377358490566,0.3,0.62962962962963,0.6,0.6,0.3,0.452830188679245,0.2,0.481481481481481,0.7,0.44,0.3,"1"
"428","Wed, Feb 9","UTAH","GS",0.611111111111111,0.4,0.642857142857143,0.6,0.6,0.3,0.759259259259259,0.9,0.857142857142857,0.8,0.64,0.5,"1"
"429","Fri, Feb 11","UTAH","ORL",0.618181818181818,0.5,0.655172413793103,0.6,0.6,0.3,0.232142857142857,0.5,0.208333333333333,0.3,0.258064516129032,0.3,"1"
"430","Mon, Feb 14","UTAH","HOU",0.625,0.5,0.666666666666667,0.6,0.6,0.3,0.272727272727273,0.2,0.32,0.1,0.241379310344828,0.4,"1"
"431","Fri, Feb 25","UTAH","DAL",0.620689655172414,0.6,0.67741935483871,0.7,0.576923076923077,0.2,0.593220338983051,0.7,0.666666666666667,0.8,0.535714285714286,0.7,"1"
"432","Wed, Mar 9","UTAH","POR",0.625,0.7,0.6875,0.8,0.580645161290323,0.3,0.390625,0.4,0.484848484848485,0.4,0.3,0.4,"1"
"433","Sat, Mar 12","UTAH","SAC",0.621212121212121,0.6,0.696969696969697,0.9,0.5625,0.3,0.352941176470588,0.2,0.441176470588235,0.5,0.272727272727273,0.3,"1"
"434","Mon, Mar 14","UTAH","MIL",0.626865671641791,0.6,0.705882352941177,0.9,0.5625,0.3,0.617647058823529,0.7,0.657142857142857,0.6,0.5625,0.5,"0"
"435","Wed, Mar 16","UTAH","CHI",0.617647058823529,0.6,0.685714285714286,0.9,0.5625,0.3,0.602941176470588,0.4,0.705882352941177,0.6,0.484848484848485,0.4,"1"
"436","Fri, Mar 18","UTAH","LAC",0.623188405797101,0.6,0.694444444444444,0.9,0.5625,0.3,0.5,0.5,0.588235294117647,0.8,0.432432432432432,0.5,"1"
"437","Wed, Nov 17","MIA","NO",0.642857142857143,0.6,0.8,0.8,0.5,0.5,0.133333333333333,0.1,0,0,0.125,0.125,"1"
"438","Thu, Nov 18","MIA","WSH",0.666666666666667,0.6,0.833333333333333,0.833333333333333,0.5,0.5,0.714285714285714,0.7,0.833333333333333,0.833333333333333,0.571428571428571,0.571428571428571,"1"
"439","Mon, Nov 29","MIA","DEN",0.65,0.6,0.857142857142857,0.857142857142857,0.5,0.5,0.473684210526316,0.4,0.7,0.7,0.25,0.25,"0"
"440","Wed, Dec 1","MIA","CLE",0.619047619047619,0.6,0.75,0.75,0.5,0.5,0.523809523809524,0.4,0.4,0.4,0.6,0.6,"0"
"441","Mon, Dec 6","MIA","MEM",0.583333333333333,0.5,0.666666666666667,0.666666666666667,0.571428571428571,0.5,0.565217391304348,0.7,0.583333333333333,0.6,0.5,0.5,"0"
"442","Wed, Dec 8","MIA","MIL",0.56,0.4,0.6,0.6,0.571428571428571,0.5,0.64,0.9,0.666666666666667,0.7,0.583333333333333,0.6,"1"
"443","Sat, Dec 11","MIA","CHI",0.576923076923077,0.4,0.636363636363636,0.6,0.571428571428571,0.5,0.653846153846154,0.6,0.636363636363636,0.6,0.642857142857143,0.6,"1"
"444","Tue, Dec 21","MIA","IND",0.580645161290323,0.5,0.666666666666667,0.6,0.555555555555556,0.6,0.419354838709677,0.4,0.5625,0.5,0.214285714285714,0.3,"1"
"445","Thu, Dec 23","MIA","DET",0.59375,0.6,0.692307692307692,0.6,0.555555555555556,0.6,0.166666666666667,0.1,0.142857142857143,0.1,0.133333333333333,0.1,"1"
"446","Sun, Dec 26","MIA","ORL",0.606060606060606,0.6,0.714285714285714,0.7,0.555555555555556,0.6,0.212121212121212,0.2,0.166666666666667,0.2,0.25,0.2,"1"
"447","Tue, Dec 28","MIA","WSH",0.617647058823529,0.7,0.733333333333333,0.7,0.555555555555556,0.6,0.515151515151515,0.3,0.666666666666667,0.6,0.45,0.4,"1"
"448","Fri, Jan 14","MIA","ATL",0.634146341463415,0.8,0.75,0.7,0.541666666666667,0.5,0.425,0.3,0.470588235294118,0.2,0.409090909090909,0.5,"1"
