"","H_DATE","H_URLTeam","A_URLTeam","H_Tpct","H_TLast10","H_HRpct","H_HRLast10","H_ARpct","H_ARLast10","A_Tpct","A_TLast10","A_HRpct","A_HRLast10","A_ARpct","A_ARLast10","H_Outcome"
"449","Sat, Jan 15","MIA","PHI",0.642857142857143,0.8,0.764705882352941,0.7,0.541666666666667,0.5,0.585365853658537,0.8,0.470588235294118,0.4,0.652173913043478,0.8,"0"
"450","Mon, Jan 17","MIA","TOR",0.627906976744186,0.7,0.722222222222222,0.7,0.541666666666667,0.5,0.525,0.7,0.545454545454545,0.8,0.529411764705882,0.4,"1"
"451","Wed, Jan 19","MIA","POR",0.636363636363636,0.7,0.736842105263158,0.8,0.541666666666667,0.5,0.418604651162791,0.5,0.541666666666667,0.3,0.222222222222222,0.3,"1"
"452","Sun, Jan 23","MIA","LAL",0.630434782608696,0.6,0.75,0.9,0.56,0.6,0.5,0.6,0.576923076923077,0.6,0.421052631578947,0.4,"1"
"453","Wed, Jan 26","MIA","NY",0.638297872340426,0.7,0.761904761904762,0.9,0.56,0.6,0.479166666666667,0.5,0.44,0.6,0.5,0.4,"1"
"454","Fri, Jan 28","MIA","LAC",0.645833333333333,0.8,0.772727272727273,0.9,0.56,0.6,0.5,0.6,0.538461538461538,0.5,0.434782608695652,0.4,"1"
"455","Sat, Jan 29","MIA","TOR",0.653061224489796,0.8,0.782608695652174,0.9,0.56,0.6,0.5,0.4,0.5,0.7,0.476190476190476,0.3,"0"
"456","Sat, Feb 12","MIA","BKN",0.642857142857143,0.7,0.75,0.8,0.548387096774194,0.6,0.527272727272727,0,0.48,0.2,0.586206896551724,0.2,"1"
"457","Tue, Feb 15","MIA","DAL",0.649122807017544,0.7,0.76,0.8,0.548387096774194,0.6,0.578947368421053,0.6,0.666666666666667,0.8,0.5,0.6,"0"
"458","Sat, Feb 26","MIA","SA",0.65,0.7,0.730769230769231,0.7,0.575757575757576,0.7,0.4,0.5,0.357142857142857,0.3,0.419354838709677,0.5,"1"
"459","Mon, Feb 28","MIA","CHI",0.655737704918033,0.8,0.740740740740741,0.7,0.575757575757576,0.7,0.639344262295082,0.7,0.75,0.8,0.535714285714286,0.3,"1"
"460","Sat, Mar 5","MIA","PHI",0.65625,0.8,0.75,0.8,0.571428571428571,0.6,0.629032258064516,0.8,0.566666666666667,0.7,0.67741935483871,0.8,"1"
"461","Mon, Mar 7","MIA","HOU",0.661538461538462,0.8,0.758620689655172,0.8,0.571428571428571,0.6,0.25,0.1,0.275862068965517,0.1,0.205882352941176,0.2,"1"
"462","Wed, Mar 9","MIA","PHX",0.666666666666667,0.8,0.766666666666667,0.8,0.571428571428571,0.6,0.8,0.7,0.794117647058823,0.8,0.8,0.8,"0"
"463","Fri, Mar 11","MIA","CLE",0.656716417910448,0.7,0.741935483870968,0.7,0.571428571428571,0.6,0.584615384615385,0.4,0.633333333333333,0.8,0.529411764705882,0.3,"1"
"464","Sat, Mar 12","MIA","MIN",0.661764705882353,0.8,0.75,0.7,0.571428571428571,0.6,0.558823529411765,0.7,0.636363636363636,0.8,0.470588235294118,0.5,"0"
"465","Tue, Mar 15","MIA","DET",0.652173913043478,0.7,0.727272727272727,0.6,0.571428571428571,0.6,0.264705882352941,0.5,0.333333333333333,0.3,0.205882352941176,0.3,"1"
"466","Fri, Mar 18","MIA","OKC",0.657142857142857,0.7,0.735294117647059,0.7,0.571428571428571,0.6,0.289855072463768,0.2,0.264705882352941,0.1,0.323529411764706,0.5,"1"
"467","Sun, Nov 7","SAC","IND",0.555555555555556,0.555555555555556,0.5,0.5,0.75,0.75,0.3,0.3,0.5,0.5,0,0,"0"
"468","Fri, Nov 19","SAC","TOR",0.4,0.3,0.333333333333333,0.333333333333333,0.5,0.5,0.4375,0.4,0.285714285714286,0.285714285714286,0.625,0.625,"0"
"469","Sat, Nov 20","SAC","UTAH",0.375,0.3,0.285714285714286,0.285714285714286,0.5,0.5,0.666666666666667,0.6,0.714285714285714,0.714285714285714,0.571428571428571,0.571428571428571,"0"
"470","Mon, Nov 22","SAC","PHI",0.352941176470588,0.3,0.25,0.25,0.5,0.5,0.529411764705882,0.4,0.571428571428571,0.571428571428571,0.555555555555556,0.555555555555556,"0"
"471","Wed, Nov 24","SAC","POR",0.333333333333333,0.2,0.222222222222222,0.222222222222222,0.5,0.5,0.555555555555556,0.7,0.888888888888889,0.888888888888889,0.125,0.125,"1"
"472","Tue, Nov 30","SAC","LAL",0.380952380952381,0.3,0.3,0.3,0.5,0.5,0.5,0.4,0.538461538461538,0.6,0.375,0.375,"0"
"473","Sat, Dec 4","SAC","LAC",0.391304347826087,0.4,0.272727272727273,0.3,0.454545454545455,0.4,0.521739130434783,0.4,0.6,0.6,0.428571428571429,0.428571428571429,"1"
"474","Wed, Dec 8","SAC","ORL",0.416666666666667,0.4,0.333333333333333,0.4,0.454545454545455,0.4,0.2,0.1,0.111111111111111,0.111111111111111,0.2,0.2,"1"
"475","Wed, Dec 15","SAC","WSH",0.392857142857143,0.5,0.384615384615385,0.4,0.428571428571429,0.3,0.535714285714286,0.4,0.727272727272727,0.7,0.4375,0.3,"1"
"476","Fri, Dec 17","SAC","MEM",0.413793103448276,0.5,0.428571428571429,0.4,0.428571428571429,0.3,0.620689655172414,0.9,0.625,0.6,0.583333333333333,0.6,"0"
"477","Sun, Dec 19","SAC","SA",0.4,0.4,0.4,0.4,0.428571428571429,0.3,0.392857142857143,0.6,0.428571428571429,0.5,0.384615384615385,0.4,"1"
"478","Wed, Dec 22","SAC","LAC",0.40625,0.5,0.4375,0.5,0.4,0.3,0.516129032258065,0.5,0.631578947368421,0.6,0.363636363636364,0.4,"0"
"479","Sun, Dec 26","SAC","MEM",0.393939393939394,0.4,0.411764705882353,0.5,0.4,0.3,0.575757575757576,0.6,0.611111111111111,0.6,0.571428571428571,0.6,"0"
"480","Tue, Dec 28","SAC","OKC",0.382352941176471,0.3,0.388888888888889,0.5,0.4,0.3,0.375,0.6,0.375,0.3,0.333333333333333,0.4,"1"
"481","Wed, Dec 29","SAC","DAL",0.4,0.3,0.421052631578947,0.6,0.4,0.3,0.484848484848485,0.5,0.533333333333333,0.4,0.470588235294118,0.5,"1"
"482","Fri, Dec 31","SAC","DAL",0.416666666666667,0.4,0.45,0.6,0.4,0.3,0.470588235294118,0.4,0.533333333333333,0.4,0.444444444444444,0.5,"0"
"483","Sun, Jan 2","SAC","MIA",0.405405405405405,0.4,0.428571428571429,0.6,0.4,0.3,0.638888888888889,0.8,0.733333333333333,0.7,0.55,0.6,"1"
"484","Wed, Jan 5","SAC","ATL",0.41025641025641,0.4,0.454545454545455,0.6,0.375,0.3,0.444444444444444,0.3,0.5,0.3,0.421052631578947,0.7,"0"
"485","Mon, Jan 10","SAC","CLE",0.380952380952381,0.3,0.434782608695652,0.5,0.333333333333333,0.2,0.55,0.4,0.578947368421053,0.7,0.55,0.5,"0"
"486","Wed, Jan 12","SAC","LAL",0.372093023255814,0.3,0.416666666666667,0.4,0.333333333333333,0.2,0.51219512195122,0.5,0.583333333333333,0.6,0.4375,0.5,"1"
"487","Fri, Jan 14","SAC","HOU",0.386363636363636,0.4,0.44,0.5,0.333333333333333,0.2,0.27906976744186,0.2,0.368421052631579,0.3,0.217391304347826,0.4,"1"
"488","Sun, Jan 16","SAC","HOU",0.4,0.4,0.461538461538462,0.5,0.333333333333333,0.2,0.272727272727273,0.2,0.368421052631579,0.3,0.208333333333333,0.3,"0"
"489","Wed, Jan 19","SAC","DET",0.391304347826087,0.3,0.444444444444444,0.5,0.333333333333333,0.2,0.232558139534884,0.5,0.35,0.5,0.136363636363636,0.1,"0"
"490","Wed, Feb 2","SAC","BKN",0.346153846153846,0.2,0.428571428571429,0.5,0.260869565217391,0,0.58,0.3,0.5,0.3,0.68,0.5,"1"
"491","Sat, Feb 5","SAC","OKC",0.351851851851852,0.2,0.448275862068966,0.5,0.25,0,0.333333333333333,0.3,0.333333333333333,0.4,0.307692307692308,0.3,"1"
"492","Tue, Feb 8","SAC","MIN",0.363636363636364,0.2,0.466666666666667,0.5,0.25,0,0.528301886792453,0.7,0.6,0.8,0.444444444444444,0.5,"0"
"493","Wed, Feb 9","SAC","MIN",0.357142857142857,0.2,0.451612903225806,0.5,0.25,0,0.537037037037037,0.7,0.6,0.8,0.464285714285714,0.5,"1"
"494","Thu, Feb 24","SAC","DEN",0.366666666666667,0.4,0.46875,0.5,0.259259259259259,0.1,0.568965517241379,0.6,0.6,0.7,0.53125,0.6,"0"
"495","Mon, Mar 7","SAC","NY",0.363636363636364,0.4,0.454545454545455,0.5,0.28125,0.3,0.40625,0.2,0.419354838709677,0.3,0.40625,0.2,"0"
"496","Wed, Mar 9","SAC","DEN",0.358208955223881,0.3,0.441176470588235,0.5,0.28125,0.3,0.6,0.9,0.633333333333333,0.7,0.558823529411765,0.7,"0"
"497","Mon, Mar 14","SAC","CHI",0.347826086956522,0.2,0.428571428571429,0.4,0.272727272727273,0.3,0.611940298507463,0.5,0.705882352941177,0.6,0.5,0.4,"1"
"498","Wed, Mar 16","SAC","MIL",0.357142857142857,0.3,0.444444444444444,0.4,0.272727272727273,0.3,0.623188405797101,0.7,0.657142857142857,0.6,0.575757575757576,0.6,"0"
"499","Fri, Mar 18","SAC","BOS",0.352112676056338,0.3,0.432432432432432,0.4,0.272727272727273,0.3,0.6,0.8,0.685714285714286,0.9,0.529411764705882,0.9,"0"
"500","Sun, Mar 20","SAC","PHX",0.347222222222222,0.3,0.421052631578947,0.4,0.272727272727273,0.3,0.802816901408451,0.8,0.783783783783784,0.7,0.818181818181818,0.8,"0"
"501","Mon, Nov 15","MIN","PHX",0.333333333333333,0.2,0.285714285714286,0.285714285714286,0.5,0.5,0.75,0.8,0.666666666666667,0.666666666666667,0.8,0.8,"0"
"502","Wed, Nov 17","MIN","SAC",0.307692307692308,0.2,0.25,0.25,0.5,0.5,0.428571428571429,0.4,0.4,0.4,0.5,0.5,"1"
"503","Thu, Nov 18","MIN","SA",0.357142857142857,0.2,0.333333333333333,0.333333333333333,0.5,0.5,0.285714285714286,0.3,0.4,0.4,0.25,0.25,"1"
"504","Sat, Nov 20","MIN","MEM",0.4,0.3,0.4,0.4,0.5,0.5,0.533333333333333,0.5,0.625,0.625,0.333333333333333,0.333333333333333,"1"
"505","Wed, Nov 24","MIN","MIA",0.470588235294118,0.5,0.454545454545455,0.4,0.4,0.4,0.666666666666667,0.6,0.833333333333333,0.833333333333333,0.545454545454545,0.6,"1"
"506","Mon, Nov 29","MIN","IND",0.5,0.7,0.5,0.4,0.428571428571429,0.428571428571429,0.409090909090909,0.5,0.666666666666667,0.666666666666667,0.25,0.3,"1"
"507","Mon, Dec 6","MIN","ATL",0.478260869565217,0.7,0.538461538461538,0.5,0.444444444444444,0.444444444444444,0.5,0.7,0.727272727272727,0.7,0.333333333333333,0.3,"0"
"508","Wed, Dec 8","MIN","UTAH",0.458333333333333,0.6,0.5,0.5,0.444444444444444,0.444444444444444,0.695652173913043,0.8,0.666666666666667,0.6,0.7,0.7,"0"
"509","Fri, Dec 10","MIN","CLE",0.44,0.5,0.466666666666667,0.5,0.444444444444444,0.444444444444444,0.538461538461538,0.5,0.416666666666667,0.4,0.615384615384615,0.6,"0"
"510","Fri, Dec 17","MIN","LAL",0.464285714285714,0.4,0.4375,0.5,0.454545454545455,0.4,0.551724137931034,0.7,0.5625,0.5,0.5,0.5,"1"
"511","Sun, Dec 19","MIN","DAL",0.482758620689655,0.5,0.470588235294118,0.6,0.454545454545455,0.4,0.5,0.4,0.538461538461538,0.4,0.5,0.5,"1"
"512","Mon, Dec 27","MIN","BOS",0.46875,0.4,0.5,0.7,0.461538461538462,0.5,0.484848484848485,0.4,0.571428571428571,0.7,0.388888888888889,0.3,"1"
"513","Tue, Dec 28","MIN","NY",0.484848484848485,0.5,0.526315789473684,0.7,0.461538461538462,0.5,0.454545454545455,0.4,0.352941176470588,0.3,0.533333333333333,0.4,"0"
"514","Wed, Jan 5","MIN","OKC",0.459459459459459,0.5,0.5,0.6,0.375,0.3,0.361111111111111,0.5,0.444444444444444,0.4,0.294117647058824,0.3,"1"
"515","Sun, Jan 16","MIN","GS",0.476190476190476,0.5,0.523809523809524,0.6,0.45,0.5,0.738095238095238,0.5,0.85,0.8,0.619047619047619,0.5,"1"
"516","Sun, Jan 23","MIN","BKN",0.488888888888889,0.6,0.545454545454545,0.6,0.454545454545455,0.4,0.644444444444444,0.6,0.5,0.3,0.772727272727273,0.8,"1"
"517","Sun, Jan 30","MIN","UTAH",0.489795918367347,0.5,0.565217391304348,0.6,0.44,0.5,0.6,0.2,0.625,0.5,0.6,0.3,"1"
"518","Tue, Feb 1","MIN","DEN",0.5,0.5,0.583333333333333,0.7,0.44,0.5,0.571428571428571,0.8,0.571428571428571,0.5,0.555555555555556,0.8,"1"
"519","Sun, Feb 6","MIN","DET",0.519230769230769,0.7,0.6,0.8,0.423076923076923,0.5,0.230769230769231,0.2,0.32,0.5,0.153846153846154,0.2,"1"
"520","Tue, Feb 15","MIN","CHA",0.526315789473684,0.6,0.615384615384615,0.9,0.433333333333333,0.4,0.5,0.3,0.538461538461538,0.3,0.483870967741935,0.7,"1"
"521","Wed, Feb 16","MIN","TOR",0.53448275862069,0.7,0.62962962962963,0.9,0.433333333333333,0.4,0.553571428571429,0.8,0.571428571428571,0.8,0.555555555555556,0.6,"0"
"522","Thu, Feb 24","MIN","MEM",0.525423728813559,0.7,0.607142857142857,0.8,0.433333333333333,0.4,0.683333333333333,0.8,0.689655172413793,0.9,0.7,0.7,"1"
"523","Fri, Feb 25","MIN","PHI",0.533333333333333,0.7,0.620689655172414,0.8,0.433333333333333,0.4,0.603448275862069,0.6,0.571428571428571,0.7,0.655172413793103,0.8,"0"
"524","Tue, Mar 1","MIN","GS",0.532258064516129,0.6,0.6,0.8,0.451612903225806,0.5,0.704918032786885,0.5,0.8125,0.7,0.607142857142857,0.5,"1"
"525","Sat, Mar 5","MIN","POR",0.583333333333333,0.6,0.612903225806452,0.8,0.46875,0.5,0.403225806451613,0.4,0.484848484848485,0.4,0.321428571428571,0.5,"1"
"526","Mon, Mar 7","MIN","POR",0.553846153846154,0.7,0.625,0.8,0.46875,0.5,0.396825396825397,0.4,0.484848484848485,0.4,0.310344827586207,0.5,"1"
"527","Wed, Mar 9","MIN","OKC",0.560606060606061,0.8,0.636363636363636,0.8,0.46875,0.5,0.307692307692308,0.3,0.28125,0.1,0.34375,0.5,"1"
"528","Wed, Mar 16","MIN","LAL",0.571428571428571,0.8,0.647058823529412,0.8,0.485714285714286,0.6,0.426470588235294,0.2,0.555555555555556,0.5,0.290322580645161,0,"1"
"529","Sat, Mar 19","MIN","MIL",0.577464788732394,0.9,0.657142857142857,0.8,0.485714285714286,0.6,0.628571428571429,0.8,0.657142857142857,0.6,0.588235294117647,0.7,"1"
"530","Tue, Nov 16","BKN","GS",0.714285714285714,0.8,0.666666666666667,0.666666666666667,0.714285714285714,0.714285714285714,0.846153846153846,0.8,0.875,0.875,0.75,0.75,"0"
"531","Wed, Nov 17","BKN","CLE",0.666666666666667,0.8,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,0.6,0.6,0.666666666666667,0.666666666666667,0.625,0.625,"1"
"532","Fri, Nov 19","BKN","ORL",0.6875,0.8,0.625,0.625,0.714285714285714,0.714285714285714,0.266666666666667,0.3,0.166666666666667,0.166666666666667,0.375,0.375,"1"
"533","Sat, Nov 27","BKN","PHX",0.736842105263158,0.8,0.666666666666667,0.666666666666667,0.777777777777778,0.777777777777778,0.842105263157895,1,0.777777777777778,0.777777777777778,0.888888888888889,0.888888888888889,"0"
"534","Tue, Nov 30","BKN","NY",0.7,0.7,0.6,0.6,0.777777777777778,0.777777777777778,0.55,0.5,0.5,0.5,0.666666666666667,0.666666666666667,"1"
"535","Fri, Dec 3","BKN","MIN",0.714285714285714,0.8,0.636363636363636,0.7,0.777777777777778,0.777777777777778,0.5,0.7,0.5,0.4,0.444444444444444,0.444444444444444,"1"
"536","Sat, Dec 4","BKN","CHI",0.727272727272727,0.8,0.666666666666667,0.7,0.777777777777778,0.777777777777778,0.652173913043478,0.6,0.6,0.6,0.666666666666667,0.6,"0"
"537","Tue, Dec 14","BKN","TOR",0.703703703703704,0.7,0.615384615384615,0.7,0.769230769230769,0.8,0.481481481481481,0.5,0.357142857142857,0.4,0.583333333333333,0.5,"1"
"538","Thu, Dec 16","BKN","PHI",0.714285714285714,0.7,0.642857142857143,0.7,0.769230769230769,0.8,0.517241379310345,0.5,0.5,0.5,0.5625,0.5,"1"
"539","Sat, Dec 18","BKN","ORL",0.724137931034483,0.7,0.666666666666667,0.7,0.769230769230769,0.8,0.166666666666667,0.1,0.181818181818182,0.2,0.166666666666667,0,"0"
"540","Thu, Dec 30","BKN","PHI",0.71875,0.7,0.625,0.6,0.8,0.9,0.529411764705882,0.5,0.461538461538462,0.4,0.6,0.6,"0"
"541","Sat, Jan 1","BKN","LAC",0.696969696969697,0.7,0.588235294117647,0.6,0.8,0.9,0.5,0.4,0.571428571428571,0.4,0.428571428571429,0.4,"0"
"542","Mon, Jan 3","BKN","MEM",0.676470588235294,0.6,0.555555555555556,0.5,0.8,0.9,0.621621621621622,0.7,0.6,0.6,0.625,0.8,"0"
"543","Fri, Jan 7","BKN","MIL",0.666666666666667,0.6,0.526315789473684,0.4,0.8125,0.9,0.625,0.6,0.684210526315789,0.8,0.6,0.6,"0"
"544","Sun, Jan 9","BKN","SA",0.648648648648649,0.5,0.5,0.4,0.8125,0.9,0.394736842105263,0.4,0.4375,0.5,0.380952380952381,0.4,"1"
"545","Thu, Jan 13","BKN","OKC",0.65,0.5,0.523809523809524,0.4,0.777777777777778,0.8,0.325,0.2,0.4,0.4,0.263157894736842,0.3,"0"
"546","Sat, Jan 15","BKN","NO",0.634146341463415,0.4,0.5,0.3,0.777777777777778,0.8,0.380952380952381,0.5,0.45,0.6,0.285714285714286,0.4,"1"
"547","Tue, Jan 25","BKN","LAL",0.630434782608696,0.5,0.521739130434783,0.4,0.772727272727273,0.8,0.48936170212766,0.5,0.576923076923077,0.6,0.4,0.4,"0"
"548","Wed, Jan 26","BKN","DEN",0.617021276595745,0.5,0.5,0.3,0.772727272727273,0.8,0.543478260869565,0.7,0.571428571428571,0.5,0.5,0.7,"0"
"549","Tue, Feb 8","BKN","BOS",0.547169811320755,0.2,0.48,0.2,0.62962962962963,0.3,0.545454545454545,0.7,0.62962962962963,0.7,0.444444444444444,0.5,"0"
"550","Mon, Feb 14","BKN","SAC",0.517857142857143,0,0.461538461538462,0.2,0.586206896551724,0.2,0.379310344827586,0.4,0.451612903225806,0.5,0.269230769230769,0.1,"1"
"551","Thu, Feb 17","BKN","WSH",0.53448275862069,0.2,0.481481481481481,0.3,0.566666666666667,0.2,0.456140350877193,0.3,0.482758620689655,0.2,0.407407407407407,0.4,"0"
"552","Thu, Feb 24","BKN","BOS",0.525423728813559,0.2,0.464285714285714,0.3,0.566666666666667,0.2,0.566666666666667,0.9,0.666666666666667,0.8,0.482758620689655,0.7,"0"
"553","Mon, Feb 28","BKN","TOR",0.524590163934426,0.3,0.448275862068966,0.3,0.580645161290323,0.2,0.542372881355932,0.6,0.571428571428571,0.8,0.533333333333333,0.6,"0"
"554","Thu, Mar 3","BKN","MIA",0.507936507936508,0.3,0.433333333333333,0.3,0.59375,0.2,0.650793650793651,0.8,0.740740740740741,0.7,0.571428571428571,0.6,"0"
"555","Sun, Mar 13","BKN","NY",0.507462686567164,0.4,0.419354838709677,0.2,0.571428571428571,0.3,0.417910447761194,0.3,0.419354838709677,0.3,0.428571428571429,0.4,"1"
"556","Wed, Mar 16","BKN","DAL",0.521739130434783,0.5,0.4375,0.3,0.583333333333333,0.4,0.617647058823529,0.8,0.676470588235294,0.8,0.575757575757576,0.7,"0"
"557","Fri, Mar 18","BKN","POR",0.514285714285714,0.5,0.424242424242424,0.2,0.583333333333333,0.4,0.382352941176471,0.2,0.470588235294118,0.3,0.272727272727273,0.2,"1"
"558","Mon, Nov 8","DAL","NO",0.666666666666667,0.666666666666667,0.8,0.8,0.333333333333333,0.333333333333333,0.1,0.1,0,0,0.166666666666667,0.166666666666667,"1"
"559","Mon, Nov 15","DAL","DEN",0.666666666666667,0.7,0.833333333333333,0.833333333333333,0.4,0.4,0.692307692307692,0.7,0.857142857142857,0.857142857142857,0.4,0.4,"1"
"560","Sat, Nov 27","DAL","WSH",0.588235294117647,0.6,0.857142857142857,0.857142857142857,0.333333333333333,0.333333333333333,0.631578947368421,0.6,0.875,0.875,0.5,0.5,"0"
"561","Mon, Nov 29","DAL","CLE",0.555555555555556,0.5,0.75,0.75,0.333333333333333,0.333333333333333,0.5,0.4,0.4,0.4,0.555555555555556,0.555555555555556,"0"
"562","Fri, Dec 3","DAL","NO",0.55,0.4,0.666666666666667,0.666666666666667,0.4,0.4,0.25,0.4,0.3,0.3,0.230769230769231,0.2,"0"
"563","Sat, Dec 4","DAL","MEM",0.523809523809524,0.4,0.6,0.6,0.4,0.4,0.545454545454545,0.6,0.583333333333333,0.6,0.444444444444444,0.444444444444444,"0"
"564","Tue, Dec 7","DAL","BKN",0.5,0.3,0.545454545454545,0.5,0.4,0.4,0.695652173913043,0.7,0.666666666666667,0.7,0.8,0.8,"0"
"565","Mon, Dec 13","DAL","CHA",0.5,0.4,0.5,0.4,0.461538461538462,0.5,0.535714285714286,0.5,0.636363636363636,0.6,0.4375,0.4,"1"
"566","Wed, Dec 15","DAL","LAL",0.518518518518518,0.4,0.538461538461538,0.4,0.461538461538462,0.5,0.535714285714286,0.6,0.5625,0.5,0.454545454545455,0.4,"0"
"567","Tue, Dec 21","DAL","MIN",0.482758620689655,0.4,0.5,0.4,0.5,0.5,0.5,0.5,0.470588235294118,0.6,0.5,0.5,"1"
"568","Thu, Dec 23","DAL","MIL",0.5,0.4,0.533333333333333,0.4,0.5,0.5,0.606060606060606,0.6,0.666666666666667,0.9,0.529411764705882,0.4,"0"
"569","Mon, Jan 3","DAL","DEN",0.5,0.5,0.5,0.3,0.473684210526316,0.6,0.529411764705882,0.6,0.615384615384615,0.6,0.5,0.7,"1"
"570","Wed, Jan 5","DAL","GS",0.513513513513513,0.5,0.529411764705882,0.3,0.473684210526316,0.6,0.805555555555556,0.8,0.842105263157895,0.8,0.75,0.7,"1"
"571","Sun, Jan 9","DAL","CHI",0.538461538461538,0.7,0.555555555555556,0.4,0.5,0.6,0.722222222222222,0.9,0.764705882352941,0.8,0.666666666666667,0.7,"1"
"572","Sat, Jan 15","DAL","ORL",0.547619047619048,0.8,0.578947368421053,0.5,0.5,0.5,0.186046511627907,0.1,0.125,0.1,0.230769230769231,0.3,"1"
"573","Mon, Jan 17","DAL","OKC",0.558139534883721,0.8,0.6,0.6,0.5,0.5,0.333333333333333,0.2,0.380952380952381,0.4,0.3,0.4,"1"
"574","Wed, Jan 19","DAL","TOR",0.568181818181818,0.9,0.619047619047619,0.7,0.5,0.5,0.51219512195122,0.7,0.545454545454545,0.8,0.5,0.4,"1"
"575","Thu, Jan 20","DAL","PHX",0.577777777777778,0.9,0.636363636363636,0.8,0.5,0.5,0.790697674418605,0.8,0.80952380952381,0.8,0.80952380952381,0.8,"0"
"576","Sun, Jan 23","DAL","MEM",0.565217391304348,0.8,0.608695652173913,0.7,0.5,0.5,0.666666666666667,0.8,0.64,0.7,0.681818181818182,0.8,"1"
"577","Sat, Jan 29","DAL","IND",0.571428571428571,0.7,0.625,0.8,0.5,0.5,0.36,0.3,0.5,0.4,0.24,0.3,"1"
"578","Wed, Feb 2","DAL","OKC",0.568627450980392,0.7,0.64,0.8,0.52,0.6,0.306122448979592,0.2,0.333333333333333,0.4,0.25,0.1,"0"
"579","Fri, Feb 4","DAL","PHI",0.557692307692308,0.6,0.615384615384615,0.8,0.52,0.6,0.607843137254902,0.7,0.583333333333333,0.8,0.653846153846154,0.8,"1"
"580","Sun, Feb 6","DAL","ATL",0.566037735849057,0.6,0.62962962962963,0.8,0.52,0.6,0.480769230769231,0.8,0.538461538461538,0.6,0.4,0.3,"1"
"581","Tue, Feb 8","DAL","DET",0.574074074074074,0.6,0.642857142857143,0.8,0.52,0.6,0.226415094339623,0.2,0.32,0.5,0.148148148148148,0.2,"1"
"582","Thu, Feb 10","DAL","LAC",0.581818181818182,0.6,0.655172413793103,0.8,0.52,0.6,0.482142857142857,0.5,0.571428571428571,0.5,0.407407407407407,0.4,"1"
"583","Sat, Feb 12","DAL","LAC",0.589285714285714,0.7,0.666666666666667,0.8,0.52,0.6,0.473684210526316,0.4,0.571428571428571,0.5,0.392857142857143,0.4,"0"
"584","Thu, Mar 3","DAL","GS",0.596774193548387,0.8,0.645161290322581,0.7,0.533333333333333,0.6,0.693548387096774,0.4,0.8125,0.7,0.586206896551724,0.5,"1"
"585","Sat, Mar 5","DAL","SAC",0.603174603174603,0.8,0.65625,0.7,0.533333333333333,0.6,0.369230769230769,0.4,0.46875,0.5,0.28125,0.3,"1"
"586","Mon, Mar 7","DAL","UTAH",0.609375,0.8,0.666666666666667,0.8,0.533333333333333,0.6,0.634920634920635,0.8,0.67741935483871,0.7,0.580645161290323,0.3,"1"
"587","Wed, Mar 9","DAL","NY",0.615384615384615,0.8,0.676470588235294,0.8,0.533333333333333,0.6,0.415384615384615,0.3,0.419354838709677,0.3,0.424242424242424,0.3,"0"
"588","Wed, Nov 10","NO","OKC",0.0909090909090909,0.1,0,0,0.166666666666667,0.166666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.2,0.2,"0"
"589","Fri, Nov 12","NO","BKN",0.0833333333333333,0.1,0,0,0.166666666666667,0.166666666666667,0.666666666666667,0.7,0.6,0.6,0.666666666666667,0.666666666666667,"0"
"590","Sat, Nov 13","NO","MEM",0.0769230769230769,0.1,0,0,0.166666666666667,0.166666666666667,0.5,0.4,0.666666666666667,0.666666666666667,0.4,0.4,"1"
"591","Fri, Nov 19","NO","LAC",0.125,0.1,0.142857142857143,0.142857142857143,0.125,0.125,0.6,0.8,0.666666666666667,0.666666666666667,0.4,0.4,"1"
"592","Mon, Nov 22","NO","MIN",0.166666666666667,0.2,0.25,0.25,0.111111111111111,0.111111111111111,0.4375,0.4,0.4,0.4,0.4,0.4,"0"
"593","Wed, Nov 24","NO","WSH",0.157894736842105,0.2,0.222222222222222,0.222222222222222,0.111111111111111,0.111111111111111,0.647058823529412,0.6,0.875,0.875,0.5,0.5,"1"
"594","Wed, Dec 1","NO","DAL",0.260869565217391,0.5,0.3,0.3,0.166666666666667,0.2,0.526315789473684,0.4,0.75,0.75,0.4,0.4,"0"
"595","Wed, Dec 8","NO","DEN",0.269230769230769,0.5,0.272727272727273,0.3,0.285714285714286,0.3,0.478260869565217,0.2,0.7,0.7,0.333333333333333,0.3,"0"
"596","Fri, Dec 10","NO","DET",0.259259259259259,0.4,0.25,0.3,0.285714285714286,0.3,0.166666666666667,0,0.181818181818182,0.2,0.166666666666667,0.2,"1"
"597","Fri, Dec 17","NO","MIL",0.3,0.5,0.307692307692308,0.4,0.25,0.3,0.633333333333333,0.7,0.692307692307692,0.8,0.5625,0.5,"1"
"598","Tue, Dec 21","NO","POR",0.32258064516129,0.5,0.357142857142857,0.5,0.25,0.3,0.419354838709677,0.3,0.588235294117647,0.4,0.153846153846154,0.2,"1"
"599","Tue, Dec 28","NO","CLE",0.352941176470588,0.6,0.4,0.6,0.333333333333333,0.5,0.606060606060606,0.7,0.5625,0.5,0.625,0.7,"1"
"600","Mon, Jan 3","NO","UTAH",0.361111111111111,0.6,0.4375,0.7,0.315789473684211,0.5,0.722222222222222,0.7,0.7,0.8,0.8,0.8,"0"
